"product","region","channel","market_tier","date","units","price","revenue"
"Product C","North","Retail","A",2022-04-01,1260,36.2649765664246,45693.870473695
"Product C","North","Retail","A",2022-05-01,910,35.2374795072246,32066.1063515744
"Product C","North","Retail","A",2022-06-01,723,35.6414762196364,25768.7873067971
"Product C","North","Retail","A",2022-07-01,895,36.0136191756465,32232.1891622036
"Product C","North","Retail","A",2022-08-01,829,34.6588393662823,28732.1778346481
"Product C","North","Retail","A",2022-09-01,862,36.2364701629849,31235.837280493
"Product C","North","Retail","A",2022-10-01,1045,33.9136193635641,35439.7322349244
"Product C","North","Retail","A",2022-11-01,868,34.9850257157814,30367.0023212982
"Product C","North","Retail","A",2022-12-01,1122,33.6701552222949,37777.9141594148
"Product C","North","Retail","A",2023-01-01,824,34.0503215717617,28057.4649751317
"Product C","North","Retail","A",2023-02-01,949,36.4192426376976,34561.861263175
"Product C","North","Retail","A",2023-03-01,1152,34.9082120561507,40214.2602886856
"Product C","North","Retail","A",2023-04-01,1126,35.1416687272722,39569.5189869085
"Product C","North","Retail","A",2023-05-01,934,36.6582836164162,34238.8368977327
"Product C","North","Retail","A",2023-06-01,1354,36.6535015752306,49628.8411328623
"Product C","North","Retail","A",2023-07-01,1136,35.6487581436522,40496.9892511889
"Product C","North","Retail","A",2023-08-01,1019,35.979857036029,36663.4743197135
"Product C","North","Retail","A",2023-09-01,946,33.3215862610377,31522.2206029417
"Product C","North","Retail","A",2023-10-01,840,35.7996300919913,30071.6892772727
"Product C","North","Retail","A",2023-11-01,1385,36.4794445604784,50524.0307162626
"Product C","North","Retail","A",2023-12-01,851,34.7916022924474,29607.6535508727
"Product C","North","Retail","A",2024-01-01,1557,35.7195117340889,55615.2797699764
"Product C","North","Retail","A",2024-02-01,1326,36.1085367683554,47879.9197548393
"Product C","North","Retail","A",2024-03-01,854,34.9531325969147,29849.9752377651
"Product C","North","Retail","A",2024-04-01,809,36.2004979614867,29286.2028508427
"Product C","North","Retail","A",2024-05-01,878,34.9750583920395,30708.1012682107
"Product C","North","Retail","A",2024-06-01,1121,33.3118422642583,37342.5751782336
"Product C","North","Retail","A",2024-07-01,862,34.7916284028906,29990.3836832917
"Product C","North","Retail","A",2024-08-01,843,34.9227363200625,29439.8667178127
"Product C","North","Retail","A",2024-09-01,727,35.354342008708,25702.6066403307
"Product C","North","Retail","A",2024-10-01,1005,34.8013635318493,34975.3703495086
"Product C","North","Retail","A",2024-11-01,838,34.3251210498856,28764.4514398042
"Product C","North","Retail","A",2024-12-01,674,35.6054622574011,23998.0815614883
"Product D","North","Retail","A",2022-01-01,546,30.3273427924141,16558.7291646581
"Product D","North","Retail","A",2022-02-01,757,31.4210356234107,23785.7239669219
"Product D","North","Retail","A",2022-03-01,523,29.0275041370187,15181.3846636608
"Product D","North","Retail","A",2022-04-01,810,31.4196794244926,25449.940333839
"Product D","North","Retail","A",2022-05-01,466,30.2379514162894,14090.8853599909
"Product D","North","Retail","A",2022-06-01,691,30.714375781361,21223.6336649205
"Product D","North","Retail","A",2022-07-01,696,31.0974536673166,21643.8277524523
"Product D","North","Retail","A",2022-08-01,661,30.4424583117943,20122.464944096
"Product D","North","Retail","A",2022-09-01,631,30.584088353673,19298.5597511677
"Product D","North","Retail","A",2022-10-01,578,31.4877163146157,18199.9000298479
"Product D","North","Retail","A",2022-11-01,550,31.0481201999355,17076.4661099645
"Product D","North","Retail","A",2022-12-01,528,30.7974667148665,16261.0624254495
"Product D","North","Retail","A",2023-01-01,640,28.9129959696438,18504.317420572
"Product D","North","Retail","A",2023-02-01,492,28.7855668023694,14162.4988667658
"Product D","North","Retail","A",2023-03-01,553,30.0655446806923,16626.2462084228
"Product D","North","Retail","A",2023-04-01,677,29.0773829163518,19685.3882343702
"Product D","North","Retail","A",2023-05-01,1147,30.6943955342285,35206.4716777601
"Product D","North","Retail","A",2023-06-01,616,29.9837609364185,18469.9967368338
"Product D","North","Retail","A",2023-07-01,671,28.9282774601597,19410.8741757672
"Product D","North","Retail","A",2023-08-01,647,31.0236509072129,20072.3021369667
"Product D","North","Retail","A",2023-09-01,500,31.3239118780475,15661.9559390238
"Product D","North","Retail","A",2023-10-01,690,29.3339024309535,20240.3926773579
"Product D","North","Retail","A",2023-11-01,1010,28.9511378633324,29240.6492419657
"Product D","North","Retail","A",2023-12-01,791,30.6200203278568,24220.4360793347
"Product D","North","Retail","A",2024-01-01,650,30.19601578312,19627.410259028
"Product D","North","Retail","A",2024-02-01,581,28.7715073227882,16716.24575454
"Product D","North","Retail","A",2024-03-01,387,30.1810212212149,11680.0552126102
"Product D","North","Retail","A",2024-04-01,991,30.3457801896147,30072.6681679082
"Product D","North","Retail","A",2024-05-01,520,30.1452598068863,15675.5350995809
"Product D","North","Retail","A",2024-06-01,903,29.6804728461429,26801.4669800671
"Product D","North","Retail","A",2024-07-01,1055,29.7500044517219,31386.2546965666
"Product D","North","Retail","A",2024-08-01,458,31.2147327647544,14296.3476062575
"Product D","North","Retail","A",2024-09-01,785,30.5208659525961,23958.8797727879
"Product D","North","Retail","A",2024-10-01,680,31.3643706960138,21327.7720732894
"Product D","North","Retail","A",2024-11-01,492,28.9536955403164,14245.2182058357
"Product D","North","Retail","A",2024-12-01,500,30.1792249144055,15089.6124572027
"Product A","South","Retail","C",2022-01-01,563,47.9931787541136,27020.159638566
"Product A","South","Retail","C",2022-02-01,738,50.6172498338856,37355.5303774076
"Product A","South","Retail","C",2022-03-01,586,48.7818637990858,28586.1721862643
"Product A","South","Retail","C",2022-04-01,1158,49.8963328229729,57779.9534090026
"Product A","South","Retail","C",2022-05-01,1653,49.8857175314333,82461.0910794593
"Product A","South","Retail","C",2022-06-01,711,51.6524570819456,36724.8969852633
"Product A","South","Retail","C",2022-07-01,1041,51.9778875634074,54108.9809535071
"Product A","South","Retail","C",2022-08-01,1040,50.3843786055222,52399.7537497431
"Product A","South","Retail","C",2022-09-01,935,52.2189754573628,48824.7420526343
"Product A","South","Retail","C",2022-10-01,738,48.9591765240766,36131.8722747685
"Product A","South","Retail","C",2022-11-01,924,50.6265963823534,46778.9750572946
"Product A","South","Retail","C",2022-12-01,890,50.6009193172213,45034.8181923269
"Product A","South","Retail","C",2023-01-01,1002,50.7430892623961,50844.5754409209
"Product A","South","Retail","C",2023-02-01,796,48.6745530413464,38744.9442209117
"Product A","South","Retail","C",2023-03-01,1118,49.5187646651175,55361.9788956014
"Product A","South","Retail","C",2023-04-01,920,48.3547491056379,44486.3691771869
"Product A","South","Retail","C",2023-05-01,1318,50.0958151440136,66026.2843598099
"Product A","South","Retail","C",2023-06-01,781,50.4218069009948,39379.431189677
"Product A","South","Retail","C",2023-07-01,646,47.9003909020685,30943.6525227362
"Product A","South","Retail","C",2023-08-01,1998,51.1445126263425,102186.736227432
"Product A","South","Retail","C",2023-09-01,803,50.5703326466028,40607.977115222
"Product A","South","Retail","C",2023-10-01,1059,50.8544788009022,53854.8930501554
"Product A","South","Retail","C",2023-11-01,1156,48.9806677971501,56621.6519735055
"Product A","South","Retail","C",2023-12-01,876,49.3028425087687,43189.2900376813
"Product A","South","Retail","C",2024-01-01,1026,50.6553314428311,51972.3700603447
"Product A","South","Retail","C",2024-02-01,991,52.3005296837073,51829.8249165539
"Product A","South","Retail","C",2024-03-01,859,49.3233918503392,42368.7935994414
"Product A","South","Retail","C",2024-04-01,1063,48.4899495949503,51544.8164194322
"Product A","South","Retail","C",2024-05-01,1039,48.7705438176636,50672.5950265524
"Product A","South","Retail","C",2024-06-01,1790,49.9265133973677,89368.4589812881
"Product A","South","Retail","C",2024-07-01,762,49.5664082444273,37769.6030822536
"Product A","South","Retail","C",2024-08-01,699,49.1412266506813,34349.7174288263
"Product A","South","Retail","C",2024-09-01,931,49.2842248524539,45883.6133376346
"Product A","South","Retail","C",2024-10-01,1099,50.9192962711677,55960.3066020133
"Product A","South","Retail","C",2024-11-01,1137,51.815746325301,58914.5035718672
"Product A","South","Retail","C",2024-12-01,912,49.8448436812032,45458.4974372573
"Product B","South","Retail","C",2022-01-01,483,40.3314283909276,19480.079912818
"Product B","South","Retail","C",2022-02-01,867,39.9942398723215,34675.0059693027
"Product B","South","Retail","C",2022-03-01,581,40.6692314296961,23628.8234606534
"Product B","South","Retail","C",2022-04-01,589,40.7514930497855,24002.6294063237
"Product B","South","Retail","C",2022-05-01,691,38.4293197002262,26554.6599128563
"Product B","South","Retail","C",2022-06-01,700,38.4488370744511,26914.1859521158
"Product B","South","Retail","C",2022-07-01,847,41.7311207037419,35346.2592360694
"Product B","South","Retail","C",2022-08-01,657,39.6875035008416,26074.6898000529
"Product B","South","Retail","C",2022-09-01,779,40.2532459413633,31357.278588322
"Product B","South","Retail","C",2022-10-01,628,41.8249687515199,26266.0803759545
"Product B","South","Retail","C",2022-11-01,753,38.7836842909455,29204.114271082
"Product B","South","Retail","C",2022-12-01,660,38.8949857810512,25670.6906154938
"Product B","South","Retail","C",2023-01-01,669,40.4854279058054,27084.7512689838
"Product B","South","Retail","C",2023-02-01,524,41.3382665505633,21661.2516724952
"Product B","South","Retail","C",2023-03-01,473,41.2318734992296,19502.6761651356
"Product B","South","Retail","C",2023-04-01,1248,38.604293811135,48178.1586762965
"Product B","South","Retail","C",2023-05-01,883,38.3329146606848,33847.9636453846
"Product B","South","Retail","C",2023-06-01,557,41.1157224886119,22901.4574261568
"Product B","South","Retail","C",2023-07-01,570,41.8179850112647,23836.2514564209
"Product B","South","Retail","C",2023-08-01,495,40.4736057231203,20034.4348329445
"Product B","South","Retail","C",2023-09-01,1158,39.7488652113825,46029.1859147809
"Product B","South","Retail","C",2023-10-01,1023,40.6576859168708,41592.8126929589
"Product B","South","Retail","C",2023-11-01,692,41.4755696486682,28701.0941968784
"Product B","South","Retail","C",2023-12-01,849,40.010485813953,33968.9024560461
"Product B","South","Retail","C",2024-01-01,609,40.1152121080086,24430.1641737772
"Product B","South","Retail","C",2024-02-01,602,41.0829741526395,24731.950439889
"Product B","South","Retail","C",2024-03-01,558,39.4791399743408,22029.3601056822
"Product B","South","Retail","C",2024-04-01,676,41.762010791339,28231.1192949452
"Product B","South","Retail","C",2024-05-01,1188,38.1330350907519,45302.0456878133
"Product B","South","Retail","C",2024-06-01,778,39.3531099837273,30616.7195673399
"Product B","South","Retail","C",2024-07-01,708,38.5425141938031,27288.1000492126
"Product B","South","Retail","C",2024-08-01,733,39.3484990755096,28842.4498223485
"Product B","South","Retail","C",2024-09-01,941,39.9340492077172,37577.9403044619
"Product B","South","Retail","C",2024-10-01,670,41.0286270286888,27489.1801092215
"Product B","South","Retail","C",2024-11-01,597,41.184491975233,24587.1417092141
"Product B","South","Retail","C",2024-12-01,1166,39.6658344827592,46250.3630068973
"Product C","South","Retail","C",2022-01-01,439,33.354789381614,14642.7525385285
"Product C","South","Retail","C",2022-02-01,410,36.5342320186319,14979.0351276391
"Product C","South","Retail","C",2022-03-01,362,36.4542592300568,13196.4418412806
"Product C","South","Retail","C",2022-04-01,412,35.3923974293284,14581.6677408833
"Product C","South","Retail","C",2022-05-01,494,36.4668222819455,18014.6102072811
"Product C","South","Retail","C",2022-06-01,668,35.4419065808179,23675.1935959863
"Product C","South","Retail","C",2022-07-01,658,33.6925877976464,22169.7227708513
"Product C","South","Retail","C",2022-08-01,597,33.7492457327899,20148.2997024755
"Product C","South","Retail","C",2022-09-01,458,35.6357535114512,16321.1751082446
"Product C","South","Retail","C",2022-10-01,562,36.4805868599797,20502.0898153086
"Product C","South","Retail","C",2022-11-01,466,33.7772835018113,15740.2141118441
"Product C","South","Retail","C",2022-12-01,466,36.3469639581163,16937.6852044822
"Product C","South","Retail","C",2023-01-01,634,34.8256391739706,22079.4552362973
"Product C","South","Retail","C",2023-02-01,395,33.4133449741639,13198.2712647947
"Product C","South","Retail","C",2023-03-01,833,36.1321381562157,30098.0710841276
"Product C","South","Retail","C",2023-04-01,576,36.631999841542,21100.0319087282
"Product C","South","Retail","C",2023-05-01,623,36.0758852625731,22475.2765185831
"Product C","South","Retail","C",2023-06-01,493,34.2868845422054,16903.4340793072
"Product C","South","Retail","C",2023-07-01,448,33.9426222484326,15206.2947672978
"Product C","South","Retail","C",2023-08-01,373,33.9558552404633,12665.5340046928
"Product C","South","Retail","C",2023-09-01,497,34.4732944027055,17133.2273181446
"Product C","South","Retail","C",2023-10-01,637,34.0342970220372,21679.8472030377
"Product C","South","Retail","C",2023-11-01,624,33.8257209850708,21107.2498946842
"Product C","South","Retail","C",2023-12-01,474,33.5745548285777,15914.3389887458
"Product C","South","Retail","C",2024-01-01,432,35.4651496254373,15320.9446381889
"Product C","South","Retail","C",2024-02-01,465,35.9967592017492,16738.4930288134
"Product C","South","Retail","C",2024-03-01,769,33.4582125435118,25729.3654459605
"Product C","South","Retail","C",2024-04-01,459,33.5450487914495,15397.1773952753
"Product C","South","Retail","C",2024-05-01,585,33.2649720334448,19460.0086395652
"Product C","South","Retail","C",2024-06-01,987,33.747772501898,33309.0514593733
"Product C","South","Retail","C",2024-07-01,521,36.5021779629169,19017.6347186797
"Product C","South","Retail","C",2024-08-01,382,33.8165968809044,12917.9400085055
"Product C","South","Retail","C",2024-09-01,455,36.7097540247487,16702.9380812607
"Product C","South","Retail","C",2024-10-01,670,35.7147814085474,23928.9035437268
"Product C","South","Retail","C",2024-11-01,541,34.3858989417786,18602.7713275022
"Product C","South","Retail","C",2024-12-01,518,34.3982983171009,17818.3185282582
"Product D","South","Retail","C",2022-01-01,321,30.830106227193,9896.46409892896
"Product D","South","Retail","C",2022-02-01,359,29.9958093843888,10768.4955689956
"Product D","South","Retail","C",2022-03-01,525,29.9910205495544,15745.285788516
"Product D","South","Retail","C",2022-04-01,397,29.2991245205048,11631.7524346404
"Product D","South","Retail","C",2022-05-01,534,31.2894043049309,16708.5418988331
"Product D","South","Retail","C",2022-06-01,478,30.5326373493299,14594.6006529797
"Product D","South","Retail","C",2022-07-01,346,30.6307794966269,10598.2497058329
"Product D","South","Retail","C",2022-08-01,244,29.3453822240699,7160.27326267306
"Product D","South","Retail","C",2022-09-01,315,30.2420758288354,9526.25388608314
"Product D","South","Retail","C",2022-10-01,350,31.3627704132814,10976.9696446485
"Product D","South","Retail","C",2022-11-01,401,28.6079956451431,11471.8062537024
"Product D","South","Retail","C",2022-12-01,551,30.0307078266051,16546.9200124594
"Product D","South","Retail","C",2023-01-01,644,31.0817578663118,20016.6520659048
"Product D","South","Retail","C",2023-02-01,536,29.332477100892,15722.2077260781
"Product D","South","Retail","C",2023-03-01,353,29.5885472393129,10444.7571754775
"Product D","South","Retail","C",2023-04-01,271,31.2495525092818,8468.62873001537
"Product D","South","Retail","C",2023-05-01,383,28.7407061231788,11007.6904451775
"Product D","South","Retail","C",2023-06-01,433,30.0381739118602,13006.5293038355
"Product D","South","Retail","C",2023-07-01,456,29.7601135382429,13570.6117734388
"Product D","South","Retail","C",2023-08-01,471,28.9741483996622,13646.8238962409
"Product D","South","Retail","C",2023-09-01,441,29.8486739729997,13163.2652220929
"Product D","South","Retail","C",2023-10-01,289,29.0088622095063,8383.56117854733
"Product D","South","Retail","C",2023-11-01,508,31.0657416258473,15781.3967459304
"Product D","South","Retail","C",2023-12-01,368,30.5643995131832,11247.6990208514
"Product D","South","Retail","C",2024-01-01,392,28.8645757092163,11314.9136780128
"Product D","South","Retail","C",2024-02-01,384,28.8573480339255,11081.2216450274
"Product D","South","Retail","C",2024-03-01,420,29.3656316329725,12333.5652858485
"Product D","South","Retail","C",2024-04-01,438,31.3207067912444,13718.4695745651
"Product D","South","Retail","C",2024-05-01,288,31.2949211087544,9012.93727932126
"Product D","South","Retail","C",2024-06-01,527,29.0487855265383,15308.7099724857
"Product D","South","Retail","C",2024-07-01,421,31.2386212230194,13151.4595348912
"Product D","South","Retail","C",2024-08-01,358,28.6993734946009,10274.3757110671
"Product D","South","Retail","C",2024-09-01,396,31.1328863091767,12328.622978434
"Product D","South","Retail","C",2024-10-01,438,28.6764315732289,12560.2770290743
"Product D","South","Retail","C",2024-11-01,449,31.3550876202062,14078.4343414726
"Product D","South","Retail","C",2024-12-01,642,28.9802082236856,18605.2936796062
"Product A","East","Retail","B",2022-01-01,1136,50.4041767830495,57259.1448255442
"Product A","East","Retail","B",2022-02-01,1255,51.0570834507234,64076.6397306579
"Product A","East","Retail","B",2022-03-01,1617,48.9016125909984,79073.9075596444
"Product A","East","Retail","B",2022-04-01,1812,47.6331583911087,86311.283004689
"Product A","East","Retail","B",2022-05-01,1860,51.0531122621614,94958.7888076203
"Product A","East","Retail","B",2022-06-01,1213,49.0637340943795,59514.3094564823
"Product A","East","Retail","B",2022-07-01,2016,51.7756852810271,104379.781526551
"Product A","East","Retail","B",2022-08-01,1246,49.8590965336189,62124.4342808891
"Product A","East","Retail","B",2022-09-01,1960,52.4605141428765,102822.607720038
"Product A","East","Retail","B",2022-10-01,967,47.8893197304569,46308.9721793518
"Product A","East","Retail","B",2022-11-01,1367,47.6235406880733,65101.3801205961
"Product A","East","Retail","B",2022-12-01,1864,50.3758425312117,93900.5704781786
"Product A","East","Retail","B",2023-01-01,1040,50.5383199104108,52559.8527068272
"Product A","East","Retail","B",2023-02-01,1034,47.5218260462862,49137.5681318599
"Product A","East","Retail","B",2023-03-01,989,51.218499969691,50655.0964700244
"Product A","East","Retail","B",2023-04-01,1109,47.7338836016133,52936.8769141892
"Product A","East","Retail","B",2023-05-01,1297,49.8911455261987,64708.8157474797
"Product A","East","Retail","B",2023-06-01,1576,52.1927752287593,82255.8137605246
"Product A","East","Retail","B",2023-07-01,765,47.7981884521432,36565.6141658896
"Product A","East","Retail","B",2023-08-01,1338,52.2682045085821,69934.8576324829
"Product A","East","Retail","B",2023-09-01,1734,51.3540255220141,89047.8802551725
"Product A","East","Retail","B",2023-10-01,2337,51.7577470012475,120957.854741915
"Product A","East","Retail","B",2023-11-01,1950,48.5898230061866,94750.1548620639
"Product A","East","Retail","B",2023-12-01,1706,52.4723637383431,89517.8525376134
"Product A","East","Retail","B",2024-01-01,836,50.967615301488,42608.9263920439
"Product A","East","Retail","B",2024-02-01,1111,48.9356656302698,54367.5245152297
"Product A","East","Retail","B",2024-03-01,1186,51.5897121664602,61185.3986294218
"Product A","East","Retail","B",2024-04-01,1780,52.2971222957131,93088.8776863692
"Product A","East","Retail","B",2024-05-01,1458,52.0021075138357,75819.0727551724
"Product A","East","Retail","B",2024-06-01,1096,48.1341968465131,52755.0797437783
"Product A","East","Retail","B",2024-07-01,1995,47.7981638303027,95357.3368414538
"Product A","East","Retail","B",2024-08-01,1649,51.5920646453742,85075.314600222
"Product A","East","Retail","B",2024-09-01,1397,51.8015818775166,72366.8098828907
"Product A","East","Retail","B",2024-10-01,1970,47.7259981527459,94020.2163609094
"Product A","East","Retail","B",2024-11-01,1042,48.6226525588427,50664.8039663141
"Product A","East","Retail","B",2024-12-01,1723,51.0240896744654,87914.5065091038
"Product B","East","Retail","B",2022-01-01,790,38.3947826484218,30331.8782922532
"Product B","East","Retail","B",2022-02-01,1071,38.0635642996058,40766.0773648778
"Product B","East","Retail","B",2022-03-01,892,41.6225233767182,37127.2908520326
"Product B","East","Retail","B",2022-04-01,1223,38.196133878082,46713.8717328943
"Product B","East","Retail","B",2022-05-01,1463,41.4966248199344,60709.562111564
"Product B","East","Retail","B",2022-06-01,1053,38.4822811596096,40521.8420610689
"Product B","East","Retail","B",2022-07-01,1182,39.6166564961895,46826.887978496
"Product B","East","Retail","B",2022-08-01,683,38.9196919323877,26582.1495898208
"Product B","East","Retail","B",2022-09-01,770,41.1049416372553,31650.8050606865
"Product B","East","Retail","B",2022-10-01,1487,40.3053006641567,59933.982087601
"Product B","East","Retail","B",2022-11-01,1121,38.7792190220207,43471.5045236852
"Product B","East","Retail","B",2022-12-01,612,39.6990294419229,24295.8060184568
"Product B","East","Retail","B",2023-01-01,663,39.7599015841261,26360.8147502756
"Product B","East","Retail","B",2023-02-01,890,41.6353858187795,37055.4933787137
"Product B","East","Retail","B",2023-03-01,1165,39.8506580088288,46426.0165802855
"Product B","East","Retail","B",2023-04-01,1055,41.7263913769275,44021.3429026585
"Product B","East","Retail","B",2023-05-01,1268,39.5578195704147,50159.3152152859
"Product B","East","Retail","B",2023-06-01,1383,41.2210537884384,57008.7173894104
"Product B","East","Retail","B",2023-07-01,1441,41.0742228794843,59187.9551693369
"Product B","East","Retail","B",2023-08-01,965,39.3636291595176,37985.9021389345
"Product B","East","Retail","B",2023-09-01,942,41.7515737544745,39329.982476715
"Product B","East","Retail","B",2023-10-01,679,40.0153251197189,27170.4057562891
"Product B","East","Retail","B",2023-11-01,1083,39.2971092322841,42558.7692985637
"Product B","East","Retail","B",2023-12-01,918,39.7705817781389,36509.3940723315
"Product B","East","Retail","B",2024-01-01,757,39.94789391011,30240.5556899533
"Product B","East","Retail","B",2024-02-01,926,41.3664105627686,38305.2961811237
"Product B","East","Retail","B",2024-03-01,1252,41.7966376459226,52329.3903326951
"Product B","East","Retail","B",2024-04-01,681,39.8814792493358,27159.2873687977
"Product B","East","Retail","B",2024-05-01,1009,39.4842479350045,39839.6061664196
"Product B","East","Retail","B",2024-06-01,1160,38.9036340611055,45128.2155108824
"Product B","East","Retail","B",2024-07-01,786,38.0184265049174,29882.4832328651
"Product B","East","Retail","B",2024-08-01,1071,40.8377494309098,43737.2296405043
"Product B","East","Retail","B",2024-09-01,1095,40.7854733709246,44660.0933411624
"Product B","East","Retail","B",2024-10-01,1080,38.0587798058987,41103.4821903706
"Product B","East","Retail","B",2024-11-01,590,38.7507307678461,22862.9311530292
"Product B","East","Retail","B",2024-12-01,2083,40.1474161343649,83627.0678078821
"Product C","East","Retail","B",2022-01-01,665,33.8065321284812,22481.34386544
"Product C","East","Retail","B",2022-02-01,826,34.1110349572264,28175.714874669
"Product C","East","Retail","B",2022-03-01,754,36.4781024734257,27504.489264963
"Product C","East","Retail","B",2022-04-01,1049,34.5208661268698,36212.3885670864
